지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),해면기압(hPa)
108,서울,2021-06-18 01:00,20.6,,3.3,200,87,1003.5
108,서울,2021-06-18 02:00,20.3,0,2.4,200,87,1003.3
108,서울,2021-06-18 03:00,19.8,.1,1.8,230,91,1003.1
108,서울,2021-06-18 04:00,19.6,.2,2,200,92,1002.6
108,서울,2021-06-18 05:00,19.3,.8,3.5,230,97,1002.6
108,서울,2021-06-18 06:00,19.1,1,3.2,230,98,1002.5
108,서울,2021-06-18 07:00,19,1.5,2.3,200,96,1002.2
108,서울,2021-06-18 08:00,19.1,.8,2.3,200,97,1002.1
108,서울,2021-06-18 09:00,19.4,.8,2.4,180,98,1001.7
108,서울,2021-06-18 10:00,19.7,.4,2.3,180,97,1001.3
108,서울,2021-06-18 11:00,20,.4,2.4,180,98,1001.2
108,서울,2021-06-18 12:00,20.3,.3,3,200,96,1000.5
108,서울,2021-06-18 13:00,20,0,3,200,95,1000.2
108,서울,2021-06-18 14:00,20.4,,2.2,200,94,1000.1
108,서울,2021-06-18 15:00,20.7,,3,200,91,1000.3
108,서울,2021-06-18 16:00,20.9,,2.2,200,89,1000.3
108,서울,2021-06-18 17:00,21.3,,2.6,200,85,1000
108,서울,2021-06-18 18:00,21.2,,2.8,200,85,999.8
108,서울,2021-06-18 19:00,20.9,,2.8,200,84,1000.4
108,서울,2021-06-18 20:00,20.5,,2.7,180,87,1000.9
108,서울,2021-06-18 21:00,20,,2.1,250,86,1001.5
108,서울,2021-06-18 22:00,19.9,,1.3,250,85,1001.9
108,서울,2021-06-18 23:00,19.7,,2.5,230,89,1001.6
108,서울,2021-06-19 00:00,19.2,0,2,270,92,1001.3
108,서울,2021-06-19 01:00,19.2,,1.3,320,91,1001.4
108,서울,2021-06-19 02:00,19.2,,1.2,270,91,1001.3
108,서울,2021-06-19 03:00,19.1,,1.1,250,90,1001.4
108,서울,2021-06-19 04:00,18.5,,1.5,360,91,1001.2
108,서울,2021-06-19 05:00,17.7,,1.6,250,92,1001.5
108,서울,2021-06-19 06:00,17.5,,.6,290,93,1001.7
108,서울,2021-06-19 07:00,18,,.4,0,94,1002
108,서울,2021-06-19 08:00,19.3,,1.4,180,91,1002
108,서울,2021-06-19 09:00,20.3,,.8,230,86,1001.7
108,서울,2021-06-19 10:00,22.2,,2.3,180,71,1001.3
108,서울,2021-06-19 11:00,24,,2.4,180,65,1001
108,서울,2021-06-19 12:00,25.1,,2.6,230,61,1000.9
108,서울,2021-06-19 13:00,25.7,,2.4,250,58,1000.6
108,서울,2021-06-19 14:00,26.7,,2.5,250,55,1000.2
108,서울,2021-06-19 15:00,27.2,,2.6,270,59,999.9
108,서울,2021-06-19 16:00,27.1,,3.7,270,56,999.8
108,서울,2021-06-19 17:00,27.2,,2.9,250,53,999.8
108,서울,2021-06-19 18:00,26.5,,3.1,270,51,999.9
108,서울,2021-06-19 19:00,25.5,,3.1,270,58,1000.3
108,서울,2021-06-19 20:00,23.9,,2.5,290,61,1000.8
108,서울,2021-06-19 21:00,22.6,,2.1,320,72,1001.6
108,서울,2021-06-19 22:00,21.7,,1,20,75,1002.2
108,서울,2021-06-19 23:00,20.9,,.9,270,77,1002.1
108,서울,2021-06-20 00:00,20.3,,.4,0,80,1001.6
108,서울,2021-06-20 01:00,19.8,,1.2,270,81,1001.5
108,서울,2021-06-20 02:00,19.3,,1.3,270,85,1001.2
108,서울,2021-06-20 03:00,18.8,,1.2,20,87,1000.6
108,서울,2021-06-20 04:00,18.2,,1.6,20,87,1001.5
108,서울,2021-06-20 05:00,17.7,,2,50,86,1001.5
108,서울,2021-06-20 06:00,17.7,,1.7,50,87,1001.6
108,서울,2021-06-20 07:00,18.9,,1.6,50,89,1001.7
108,서울,2021-06-20 08:00,21.1,,1.8,70,79,1001.2
108,서울,2021-06-20 09:00,23.3,,2,90,71,1000.8
108,서울,2021-06-20 10:00,25,,2,90,67,1000.2
108,서울,2021-06-20 11:00,27,,2.4,160,55,1000
108,서울,2021-06-20 12:00,27.5,,4.3,180,51,999.6
108,서울,2021-06-20 13:00,28.8,,3.5,230,49,999.2
108,서울,2021-06-20 14:00,27.9,,6.5,230,54,999
108,서울,2021-06-20 15:00,27.7,,5.1,250,58,999.5
108,서울,2021-06-20 16:00,27.2,,4.3,200,61,999.2
108,서울,2021-06-20 17:00,26.2,,4.6,250,64,999.5
108,서울,2021-06-20 18:00,24.9,,4.3,230,69,999.5
108,서울,2021-06-20 19:00,23.9,,4.9,230,75,999.9
108,서울,2021-06-20 20:00,23.1,,3,230,77,1000.6
108,서울,2021-06-20 21:00,22.3,,2.9,250,80,1001.1
108,서울,2021-06-20 22:00,21.6,,1.9,250,81,1001.9
108,서울,2021-06-20 23:00,21.2,,2.8,200,83,1002.1
108,서울,2021-06-21 00:00,20.9,,2.5,250,83,1002.4
108,서울,2021-06-21 01:00,20.7,,2.6,290,87,1002.6
108,서울,2021-06-21 02:00,20.3,,1.3,230,88,1002.2
108,서울,2021-06-21 03:00,20,,2.4,270,88,1002.6
108,서울,2021-06-21 04:00,19.6,,1.8,270,90,1002.7
108,서울,2021-06-21 05:00,19.3,,1.3,270,89,1003
108,서울,2021-06-21 06:00,19.3,,1.9,250,91,1003.4
108,서울,2021-06-21 07:00,19.8,,1.8,270,88,1003.9
108,서울,2021-06-21 08:00,20.8,,2.1,290,83,1004.3
108,서울,2021-06-21 09:00,22.2,,1.8,290,76,1004.3
108,서울,2021-06-21 10:00,24,,1.9,270,68,1004.2
108,서울,2021-06-21 11:00,25.4,,2.1,230,64,1004.2
108,서울,2021-06-21 12:00,26.5,,2.7,250,60,1003.9
108,서울,2021-06-21 13:00,27.1,,2.7,270,52,1003.6
108,서울,2021-06-21 14:00,27.3,,3.1,270,49,1003.6
108,서울,2021-06-21 15:00,28.3,,3.5,340,46,1003.4
108,서울,2021-06-21 16:00,27.8,,3.2,250,49,1003.6
108,서울,2021-06-21 17:00,28.4,,3.4,270,49,1003.7
108,서울,2021-06-21 18:00,27.4,,4.5,270,52,1003.8
108,서울,2021-06-21 19:00,26.1,,3.1,250,52,1004.5
108,서울,2021-06-21 20:00,24.4,,1.9,250,56,1005
108,서울,2021-06-21 21:00,23.2,,1.9,290,57,1005.5
108,서울,2021-06-21 22:00,22.7,,.9,110,62,1006.5
108,서울,2021-06-21 23:00,22,,2.4,250,64,1006.7
108,서울,2021-06-22 00:00,21.6,,.4,0,66,1006.5
108,서울,2021-06-22 01:00,21,,1.3,20,68,1006.9
108,서울,2021-06-22 02:00,20.7,,1.2,20,74,1007.4
108,서울,2021-06-22 03:00,20.9,0,1.1,50,74,1007.7
108,서울,2021-06-22 04:00,20.5,0,2,20,76,1007.6
108,서울,2021-06-22 05:00,20,,2.1,50,77,1007.8
108,서울,2021-06-22 06:00,19.7,,2.5,50,80,1008
108,서울,2021-06-22 07:00,20.6,,2.8,50,77,1007.8
108,서울,2021-06-22 08:00,22.2,,2.1,50,71,1008.1
108,서울,2021-06-22 09:00,23.5,,1.4,110,67,1008.1
108,서울,2021-06-22 10:00,24,,2.1,20,65,1008.2
108,서울,2021-06-22 11:00,25.7,,1.8,140,61,1008.2
108,서울,2021-06-22 12:00,26.7,,2.3,50,53,1008
108,서울,2021-06-22 13:00,27.9,,1.2,200,44,1007.6
108,서울,2021-06-22 14:00,28.1,,.7,110,42,1007.1
108,서울,2021-06-22 15:00,23.2,0,1.4,200,66,1007
108,서울,2021-06-22 16:00,26.5,,2.1,200,54,1007.1
108,서울,2021-06-22 17:00,26.6,,3.4,290,54,1007
108,서울,2021-06-22 18:00,25.8,,3.4,290,54,1007.2
108,서울,2021-06-22 19:00,24.1,0,2,320,58,1008.1
108,서울,2021-06-22 20:00,22.5,,1.7,50,73,1008.7
108,서울,2021-06-22 21:00,22.1,0,1.4,50,73,1008.6
108,서울,2021-06-22 22:00,21.3,,2.6,50,77,1009.6
108,서울,2021-06-22 23:00,20.9,,2.5,50,74,1009.9
108,서울,2021-06-23 00:00,20.5,,3.1,50,76,1009.9
108,서울,2021-06-23 01:00,20.3,,2.6,70,78,1009.6
108,서울,2021-06-23 02:00,19.9,,3.4,50,79,1009.6
108,서울,2021-06-23 03:00,19.6,,2.2,70,81,1009.6
108,서울,2021-06-23 04:00,19.4,,2.9,70,79,1009.6
108,서울,2021-06-23 05:00,19,,3,50,80,1009.7
108,서울,2021-06-23 06:00,18.8,,2.9,50,80,1009.9
108,서울,2021-06-23 07:00,19.6,,3.1,50,78,1010.3
108,서울,2021-06-23 08:00,20.3,,2.6,50,74,1010.7
108,서울,2021-06-23 09:00,22,,2.5,90,68,1010.6
108,서울,2021-06-23 10:00,23.6,,2.4,70,64,1010.3
108,서울,2021-06-23 11:00,25,,2.3,110,59,1010.5
108,서울,2021-06-23 12:00,25.8,,2.9,50,58,1010.1
108,서울,2021-06-23 13:00,26.6,,2,50,53,1009.5
108,서울,2021-06-23 14:00,26.7,,2.5,360,50,1009.4
108,서울,2021-06-23 15:00,27.8,,1.4,70,50,1009
108,서울,2021-06-23 16:00,22.7,7.4,2.5,70,72,1009.1
108,서울,2021-06-23 17:00,22.6,.1,2.6,200,73,1009.5
108,서울,2021-06-23 18:00,23.3,,2.5,160,72,1009.6
108,서울,2021-06-23 19:00,23.4,,1.2,140,73,1010.1
108,서울,2021-06-23 20:00,22.2,,2.5,110,74,1010.4
108,서울,2021-06-23 21:00,21.7,,1.5,90,74,1011.2
108,서울,2021-06-23 22:00,21.2,,1.9,110,75,1011.7
108,서울,2021-06-23 23:00,20.7,,1.2,20,80,1011.9
108,서울,2021-06-24 00:00,20.2,,1.6,50,81,1012
108,서울,2021-06-24 01:00,19.8,,1.2,50,83,1011.9
108,서울,2021-06-24 02:00,19.5,,1.3,50,85,1011.5
108,서울,2021-06-24 03:00,19,,1.9,50,87,1011.5
108,서울,2021-06-24 04:00,18.8,,1.5,50,88,1011.6
108,서울,2021-06-24 05:00,18.5,,1.7,50,89,1011.9
108,서울,2021-06-24 06:00,18.5,,1.6,50,89,1012.2
108,서울,2021-06-24 07:00,19.6,,1.8,50,87,1012.3
108,서울,2021-06-24 08:00,21.2,,1.9,50,80,1012.3
108,서울,2021-06-24 09:00,22.9,,2,110,73,1012.1
108,서울,2021-06-24 10:00,23.5,,1,200,71,1011.8
108,서울,2021-06-24 11:00,25.2,,1.6,160,64,1011.7
108,서울,2021-06-24 12:00,26,,1.6,90,59,1011.3
108,서울,2021-06-24 13:00,26,,1.2,250,57,1010.7
108,서울,2021-06-24 14:00,26.5,,2.5,270,55,1010.2
108,서울,2021-06-24 15:00,27.4,,2.4,290,54,1009.6
108,서울,2021-06-24 16:00,27.9,,3,270,56,1009.2
108,서울,2021-06-24 17:00,26.5,,3.5,270,62,1009.2
108,서울,2021-06-24 18:00,26.1,,3.4,270,63,1009.2
108,서울,2021-06-24 19:00,25.1,,3.2,270,67,1009.9
108,서울,2021-06-24 20:00,23.8,,2.5,250,68,1010.1
108,서울,2021-06-24 21:00,22.8,,2.1,270,71,1010.8
108,서울,2021-06-24 22:00,22.1,,1.6,270,72,1011.2
108,서울,2021-06-24 23:00,21.8,,.8,320,71,1011.6
108,서울,2021-06-25 00:00,21.2,,.9,270,73,1011.6
108,서울,2021-06-25 01:00,20.9,,.4,0,76,1011.5
108,서울,2021-06-25 02:00,20.5,,.8,270,78,1011.4
108,서울,2021-06-25 03:00,20.1,,.9,250,80,1011.4
108,서울,2021-06-25 04:00,20,,.8,290,84,1011.4
108,서울,2021-06-25 05:00,19.8,,1,270,85,1011.6
108,서울,2021-06-25 06:00,19.5,,.1,0,86,1011.8
108,서울,2021-06-25 07:00,20.4,,.8,20,86,1011.9
108,서울,2021-06-25 08:00,22,,1.3,50,79,1011.7
108,서울,2021-06-25 09:00,24,,1.4,90,69,1011.3
108,서울,2021-06-25 10:00,25.4,,1.8,200,60,1011.2
108,서울,2021-06-25 11:00,26.7,,1.3,250,59,1010.8
108,서울,2021-06-25 12:00,27.2,,2.8,180,59,1010.5
108,서울,2021-06-25 13:00,27.6,,2.6,250,53,1009.8
108,서울,2021-06-25 14:00,28.9,,2.8,180,51,1009.3
108,서울,2021-06-25 15:00,29.1,,3.4,230,49,1008.9
108,서울,2021-06-25 16:00,28.9,,2.2,230,49,1008.6
108,서울,2021-06-25 17:00,28.7,,3.8,270,50,1008.5
108,서울,2021-06-25 18:00,27.1,,3.2,270,57,1008.9
108,서울,2021-06-25 19:00,25.2,,3.1,270,62,1009.5
108,서울,2021-06-25 20:00,24.1,,2.9,270,68,1009.6
108,서울,2021-06-25 21:00,23.6,,2.5,250,73,1010.1
108,서울,2021-06-25 22:00,23.1,,2,270,74,1010.4
108,서울,2021-06-25 23:00,22.7,,2.3,270,76,1010.5
108,서울,2021-06-26 00:00,22.5,,2,270,79,1010.4
108,서울,2021-06-26 01:00,22.3,,1.4,270,80,1010.4
108,서울,2021-06-26 02:00,22.2,0,1.3,290,82,1010.4
108,서울,2021-06-26 03:00,22.1,.1,.9,290,85,1010.3
108,서울,2021-06-26 04:00,21.5,1.3,2.4,250,90,1010.5
108,서울,2021-06-26 05:00,20.5,2.2,2.5,270,88,1010.8
108,서울,2021-06-26 06:00,20,.7,.5,270,87,1011.1
108,서울,2021-06-26 07:00,19.9,.1,.8,20,88,1011.2
108,서울,2021-06-26 08:00,20.4,0,1,50,91,1011.6
108,서울,2021-06-26 09:00,21.2,0,1.8,50,88,1011.8
108,서울,2021-06-26 10:00,21.9,0,1.4,70,84,1011.3
108,서울,2021-06-26 11:00,22.6,0,1.8,110,81,1011.2
108,서울,2021-06-26 12:00,23.2,0,1.2,70,79,1010.9
108,서울,2021-06-26 13:00,23.8,0,2.3,50,76,1010.6
108,서울,2021-06-26 14:00,24.9,.1,1.7,50,70,1010.1
108,서울,2021-06-26 15:00,25.9,,2.7,50,66,1009.5
108,서울,2021-06-26 16:00,26.5,,2.3,70,65,1009.4
108,서울,2021-06-26 17:00,26,,1.3,50,66,1009.2
108,서울,2021-06-26 18:00,26.1,,2.6,50,66,1009.1
108,서울,2021-06-26 19:00,24.9,,2.9,50,67,1009.3
108,서울,2021-06-26 20:00,23.6,,2.9,360,74,1009.4
108,서울,2021-06-26 21:00,22.7,,2.3,50,77,1009.9
108,서울,2021-06-26 22:00,22.3,,2.7,50,78,1010.2
108,서울,2021-06-26 23:00,21.9,,1.7,50,79,1010
108,서울,2021-06-27 00:00,21.4,,1.8,50,80,1009.9
108,서울,2021-06-27 01:00,21,,1.4,50,82,1009.4
108,서울,2021-06-27 02:00,20.6,,2,50,85,1009.2
108,서울,2021-06-27 03:00,20.3,,1.6,50,87,1009.2
108,서울,2021-06-27 04:00,20.1,,1.9,50,86,1008.9
108,서울,2021-06-27 05:00,19.8,,1.6,50,88,1009
108,서울,2021-06-27 06:00,19.9,,2.2,50,88,1009.1
108,서울,2021-06-27 07:00,21.1,,1.6,50,85,1009
108,서울,2021-06-27 08:00,22.3,,1.6,70,80,1009.2
108,서울,2021-06-27 09:00,24.2,,2.6,50,73,1008.9
108,서울,2021-06-27 10:00,25.7,,2.2,50,66,1008.3
108,서울,2021-06-27 11:00,26.4,,2.5,50,61,1007.9
108,서울,2021-06-27 12:00,27.4,,2.1,50,57,1007.5
108,서울,2021-06-27 13:00,28.8,,1.6,70,52,1006.8
108,서울,2021-06-27 14:00,29.3,,2.9,50,50,1005.7
108,서울,2021-06-27 15:00,30.4,,1.8,70,47,1005.1
108,서울,2021-06-27 16:00,30.5,,3.1,160,46,1004.7
108,서울,2021-06-27 17:00,30.6,,2.5,140,45,1004.4
108,서울,2021-06-27 18:00,29.4,,2.2,70,50,1004.2
108,서울,2021-06-27 19:00,22.3,30.2,4.8,250,86,1005.7
108,서울,2021-06-27 20:00,22.2,8,2.7,160,88,1006.1
108,서울,2021-06-27 21:00,22.4,0,.4,0,85,1006.1
108,서울,2021-06-27 22:00,22.2,0,1.5,50,90,1006.2
108,서울,2021-06-27 23:00,22,,2.2,50,92,1006.2
108,서울,2021-06-28 00:00,22.1,,2,50,90,1006.1
108,서울,2021-06-28 01:00,22,,2.4,50,88,1006.1
108,서울,2021-06-28 02:00,21.9,,1.9,50,85,1005.9
108,서울,2021-06-28 03:00,21.8,,2.3,50,84,1005.8
108,서울,2021-06-28 04:00,21.7,,2.3,50,84,1005.9
108,서울,2021-06-28 05:00,21.4,,2.2,50,84,1006.3
108,서울,2021-06-28 06:00,21.2,,3.2,50,84,1006.2
108,서울,2021-06-28 07:00,21,,3.2,50,86,1006.1
108,서울,2021-06-28 08:00,21.4,0,2.4,50,85,1006.2
108,서울,2021-06-28 09:00,21.9,,2.3,50,82,1006.3
108,서울,2021-06-28 10:00,22.9,,1.7,70,79,1006.3
108,서울,2021-06-28 11:00,23.7,,1.4,70,76,1006.1
108,서울,2021-06-28 12:00,25.2,,1.6,140,72,1005.7
108,서울,2021-06-28 13:00,26.5,,3.2,160,65,1004.9
108,서울,2021-06-28 14:00,27.7,,1.9,200,62,1004
108,서울,2021-06-28 15:00,28.2,,3.8,50,61,1003.8
108,서울,2021-06-28 16:00,26,0,1.6,20,66,1004
108,서울,2021-06-28 17:00,25.3,0,1.8,250,75,1003.8
108,서울,2021-06-28 18:00,25.2,,.5,50,72,1003.4
108,서울,2021-06-28 19:00,25,.1,.4,0,78,1003.8
108,서울,2021-06-28 20:00,24.4,,1.1,50,74,1003.8
108,서울,2021-06-28 21:00,23.7,,1.5,70,74,1004.5
108,서울,2021-06-28 22:00,23.3,,1.1,20,76,1005.2
108,서울,2021-06-28 23:00,22.7,,1.8,70,79,1005.4
108,서울,2021-06-29 00:00,22.1,,1.6,20,82,1005.2
108,서울,2021-06-29 01:00,22,,1.8,50,84,1005
108,서울,2021-06-29 02:00,22,,2.1,50,84,1005.1
108,서울,2021-06-29 03:00,21.8,,2.1,50,86,1004.9
108,서울,2021-06-29 04:00,21.6,,1.4,50,85,1005.1
108,서울,2021-06-29 05:00,21.3,,1.6,50,88,1005.2
108,서울,2021-06-29 06:00,21.3,,1.5,50,88,1005.6
108,서울,2021-06-29 07:00,22,,1.7,50,88,1005.6
108,서울,2021-06-29 08:00,23.6,,1.2,70,80,1005.4
108,서울,2021-06-29 09:00,24.7,,1.3,50,74,1005.3
108,서울,2021-06-29 10:00,25.6,,1,90,72,1005.2
108,서울,2021-06-29 11:00,25.9,,1.5,320,69,1005.2
108,서울,2021-06-29 12:00,26.6,,4,180,66,1005
108,서울,2021-06-29 13:00,26,,2.5,270,70,1005.2
108,서울,2021-06-29 14:00,25.7,0,1,290,70,1004.8
108,서울,2021-06-29 15:00,27.7,,1.3,200,62,1004.4
108,서울,2021-06-29 16:00,27.9,,2.4,250,59,1004.3
108,서울,2021-06-29 17:00,24.1,7.5,2.8,250,84,1004.7
108,서울,2021-06-29 18:00,24,.5,1.5,270,83,1004.5
108,서울,2021-06-29 19:00,24.2,,1.5,320,83,1004.8
108,서울,2021-06-29 20:00,23.6,,2.5,230,81,1005.5
108,서울,2021-06-29 21:00,23.1,,1.7,270,83,1006
108,서울,2021-06-29 22:00,22.6,,.8,290,85,1006.7
108,서울,2021-06-29 23:00,22.2,,1.3,270,87,1006.7
108,서울,2021-06-30 00:00,22,,1,270,87,1007
108,서울,2021-06-30 01:00,21.8,,.3,0,88,1006.7
108,서울,2021-06-30 02:00,21.4,,1.4,360,90,1006.4
108,서울,2021-06-30 03:00,21.3,,.6,360,91,1006.5
108,서울,2021-06-30 04:00,21.1,,1.6,20,92,1006.2
108,서울,2021-06-30 05:00,21.1,,1.2,50,94,1006.7
108,서울,2021-06-30 06:00,21.1,,1.2,70,93,1006.9
108,서울,2021-06-30 07:00,21.6,,1.6,50,93,1007.1
108,서울,2021-06-30 08:00,22.3,,1.2,20,91,1007.6
108,서울,2021-06-30 09:00,23,,.7,290,87,1008
108,서울,2021-06-30 10:00,24.2,,.7,90,81,1007.8
108,서울,2021-06-30 11:00,25.5,,1.3,160,75,1007.8
108,서울,2021-06-30 12:00,24.7,0,3.6,50,71,1007.7
108,서울,2021-06-30 13:00,22.7,6,.9,160,86,1007.6
108,서울,2021-06-30 14:00,25.4,0,.7,360,77,1007.1
108,서울,2021-06-30 15:00,26.9,,2.3,200,69,1006.4
108,서울,2021-06-30 16:00,28,,2,200,59,1006
108,서울,2021-06-30 17:00,28.6,,1.7,180,58,1005.8
108,서울,2021-06-30 18:00,28.3,,1.8,250,57,1005.3
108,서울,2021-06-30 19:00,27.1,,2.5,320,68,1005.5
108,서울,2021-06-30 20:00,26.1,,2,20,70,1005.8
108,서울,2021-06-30 21:00,25.6,,.3,0,72,1006.4
108,서울,2021-06-30 22:00,24.9,,.3,0,77,1006.4
108,서울,2021-06-30 23:00,24.4,,1,340,79,1006.8
108,서울,2021-07-01 00:00,23.7,,1.1,270,83,1007.1
108,서울,2021-07-01 01:00,23.1,,1.4,270,84,1007.3
108,서울,2021-07-01 02:00,22.6,,.9,270,84,1007.4
108,서울,2021-07-01 03:00,22,,2,50,88,1006.7
108,서울,2021-07-01 04:00,21.7,,1.2,50,89,1007
108,서울,2021-07-01 05:00,21.5,,1.7,50,90,1007.4
108,서울,2021-07-01 06:00,21.4,,1.4,50,90,1007.6
108,서울,2021-07-01 07:00,22.4,,1.3,70,88,1007.6
108,서울,2021-07-01 08:00,23.7,,1.8,90,82,1007.2
108,서울,2021-07-01 09:00,25.6,,1.7,70,75,1007.2
108,서울,2021-07-01 10:00,27,,1.7,50,70,1007.5
108,서울,2021-07-01 11:00,27.7,,1,70,65,1007.4
108,서울,2021-07-01 12:00,28.7,,2.5,160,59,1006.6
108,서울,2021-07-01 13:00,29.8,,2.1,110,51,1006.1
108,서울,2021-07-01 14:00,30.4,,2.4,320,51,1005.6
108,서울,2021-07-01 15:00,30.5,,1.4,360,50,1005.4
108,서울,2021-07-01 16:00,30.6,,2.1,250,51,1005.1
108,서울,2021-07-01 17:00,30,,3.2,270,60,1004.9
108,서울,2021-07-01 18:00,29.9,,2.6,340,60,1005
108,서울,2021-07-01 19:00,29,,3,320,60,1005.3
108,서울,2021-07-01 20:00,27.8,,3.2,320,68,1005.5
108,서울,2021-07-01 21:00,27,,.9,270,69,1006.1
108,서울,2021-07-01 22:00,26.4,,.8,320,73,1007
108,서울,2021-07-01 23:00,25.7,,.6,320,74,1007
108,서울,2021-07-02 00:00,25.2,,.5,270,76,1007.2
108,서울,2021-07-02 01:00,24.7,,1.2,70,75,1007.3
108,서울,2021-07-02 02:00,24.5,,1.7,50,76,1007.1
108,서울,2021-07-02 03:00,24.3,,2.5,50,78,1007.3
108,서울,2021-07-02 04:00,24,,2.1,70,76,1007.6
108,서울,2021-07-02 05:00,23.8,,2.2,50,78,1007.9
108,서울,2021-07-02 06:00,23.6,,2.4,50,76,1007.7
108,서울,2021-07-02 07:00,23.9,,2.3,50,75,1008.4
108,서울,2021-07-02 08:00,24.4,,1.4,70,72,1008.9
108,서울,2021-07-02 09:00,24.7,,2.2,70,71,1009.1
108,서울,2021-07-02 10:00,25.6,,2.9,50,68,1008.9
108,서울,2021-07-02 11:00,26.8,,2.8,50,64,1009
108,서울,2021-07-02 12:00,28.6,,2.9,50,59,1008.8
108,서울,2021-07-02 13:00,29.9,,2.5,70,53,1008
108,서울,2021-07-02 14:00,30.8,,2.5,160,52,1008.4
108,서울,2021-07-02 15:00,31.3,,3.1,70,50,1007.3
108,서울,2021-07-02 16:00,31.7,,2.3,70,48,1007.4
108,서울,2021-07-02 17:00,31.2,,1.9,70,51,1007.6
108,서울,2021-07-02 18:00,30.6,,2.8,50,52,1007.4
108,서울,2021-07-02 19:00,30.2,,2.6,70,53,1007.6
108,서울,2021-07-02 20:00,28.9,,3.2,50,57,1007.9
108,서울,2021-07-02 21:00,27.9,,2.5,50,60,1008.8
108,서울,2021-07-02 22:00,27.1,,2.8,50,63,1009.9
108,서울,2021-07-02 23:00,26.3,,2.8,50,65,1010.1
108,서울,2021-07-03 00:00,25.7,,2.2,50,67,1010
108,서울,2021-07-03 01:00,24.9,,3,50,67,1009.8
108,서울,2021-07-03 02:00,24.3,,2.9,50,68,1009.3
108,서울,2021-07-03 03:00,23.7,,2.2,70,70,1009.2
108,서울,2021-07-03 04:00,23.2,,3.3,50,69,1009
108,서울,2021-07-03 05:00,22.8,,2.8,50,69,1008.9
108,서울,2021-07-03 06:00,22.4,,3.3,50,71,1009.3
108,서울,2021-07-03 07:00,22.4,,3.5,50,71,1009.3
108,서울,2021-07-03 08:00,22.6,,2.6,70,71,1009.2
108,서울,2021-07-03 09:00,24,,3.4,50,66,1008.7
108,서울,2021-07-03 10:00,25.2,,4.1,70,64,1007.7
108,서울,2021-07-03 11:00,25.1,,3.6,70,64,1007.9
108,서울,2021-07-03 12:00,25.2,,3.2,70,66,1007.4
108,서울,2021-07-03 13:00,25.1,,5.2,50,66,1006.3
108,서울,2021-07-03 14:00,25.4,,3.3,70,66,1005.3
108,서울,2021-07-03 15:00,25.2,0,3.4,50,70,1005.7
108,서울,2021-07-03 16:00,23.3,1.4,3.5,70,84,1004.8
108,서울,2021-07-03 17:00,22.3,4.3,3.1,50,91,1005.1
108,서울,2021-07-03 18:00,20.9,13.6,4.7,50,97,1003.7
108,서울,2021-07-03 19:00,20.5,10.6,4.7,50,99,1003.6
108,서울,2021-07-03 20:00,20.2,6.4,5.1,70,99,1003
108,서울,2021-07-03 21:00,19.8,10.8,4.7,70,100,1003.6
108,서울,2021-07-03 22:00,19.7,2.4,4.9,50,100,1002.5
108,서울,2021-07-03 23:00,19.6,4.8,4.5,70,100,1001.4
108,서울,2021-07-04 00:00,19.8,5.7,2.7,50,100,1000.9
108,서울,2021-07-04 01:00,20.1,3,3.2,70,100,999.4
108,서울,2021-07-04 02:00,20.2,4.3,2.4,70,100,999.4
108,서울,2021-07-04 03:00,20.4,.7,2,70,99,999.3
108,서울,2021-07-04 04:00,20.6,1.2,1.1,70,100,999.3
108,서울,2021-07-04 05:00,20.8,3.3,1,70,100,999.6
108,서울,2021-07-04 06:00,21,1.5,.9,90,99,1000.2
108,서울,2021-07-04 07:00,21.2,1.8,1.2,70,100,1001
108,서울,2021-07-04 08:00,21.7,1.5,2.1,180,100,1001.7
108,서울,2021-07-04 09:00,22,1.2,1.6,110,99,1002.2
108,서울,2021-07-04 10:00,22.1,.6,1,110,99,1002.6
108,서울,2021-07-04 11:00,22.3,.3,2,110,98,1002.8
108,서울,2021-07-04 12:00,22.5,.5,1.7,110,98,1003.1
108,서울,2021-07-04 13:00,22.7,.4,1,140,99,1003.2
108,서울,2021-07-04 14:00,22.7,.8,1.9,140,98,1003.6
108,서울,2021-07-04 15:00,23.1,0,.7,160,96,1004.2
108,서울,2021-07-04 16:00,22.5,.3,3.4,180,94,1004.8
108,서울,2021-07-04 17:00,21.5,0,4.3,200,95,1005.2
108,서울,2021-07-04 18:00,21.1,0,3.7,200,97,1005.9
108,서울,2021-07-04 19:00,20.9,0,3,230,97,1007.1
108,서울,2021-07-04 20:00,20.6,,3.3,230,94,1007.6
108,서울,2021-07-04 21:00,20.4,,3.6,200,93,1008.6
108,서울,2021-07-04 22:00,20.3,,3.1,230,92,1009.3
108,서울,2021-07-04 23:00,20.3,,2.8,200,92,1009.5
108,서울,2021-07-05 00:00,20.3,,2.4,230,93,1009.8
108,서울,2021-07-05 01:00,20.3,,1.7,270,92,1009.8
108,서울,2021-07-05 02:00,20.2,,2.2,250,93,1009.9
108,서울,2021-07-05 03:00,20.2,,1.5,250,92,1010.1
108,서울,2021-07-05 04:00,20.2,,1.4,270,93,1010.4
108,서울,2021-07-05 05:00,20.1,,.8,340,92,1010.6
108,서울,2021-07-05 06:00,20.1,,.6,290,93,1010.6
